ID,coup_for,but_for,but_for_autre,plant_for,coup_mar,but_mar,but_mar_autre,plant_mar,coup_sec,but_sec,but_sec_autre,plant_sec,coup_jac2,but_jac2,but_jac2_autre,plant_jac2,coup_jac2a5,but_jac2a5,but_jac2a5_autre,plant_jac2a5,coup_jac5,but_jac5,but_jac5_autre,plant_jac5,coup_jac10,but_jac10,but_jac10_autre,plant_jac10
1,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,mais,patate douce et arachide",0,,null,null
2,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,Manioc,0,,null,null
3,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,Manioc,0,,null,null,0,,null,null
4,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc, mais, haricot, piment fort",0,,null,null,0,,null,null
5,0,,null,null,0,,null,null,0,,null,null,0.5,a bc,null,"Manioc,patate douce,arachide",0.5,a bc,null,null,0,,null,null,0,,null,null
6,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc,0,,null,null,0,,null,null,0,,null,null
7,1.5,a,null,Manioc,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1.5,a,null,Manioc,0,,null,null
8,0,,null,null,0,,null,null,0,,null,null,4,a bc bo c,null,Voir la liste plus haut,0,,null,null,0,,null,null,0,,null,null
9,0,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null
10,0,,null,null,0,,null,null,1,a,null,Voir plus haut,0,,null,null,0,,null,null,0,,null,null,0,,null,null
11,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et maïs,0,,null,null
12,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Manioc, maïs et patate douce",0,,null,null
13,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Agriculture, manioc et arachides",0,,null,null
14,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a bc,null,"Manioc,mais,arachide",0,,null,null
15,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a bc,null,"Mais manioc,patate douce",0,,null,null
16,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,0.5,a bc,null,Manioc,null,,null,null
17,0,,null,null,0,,null,null,0,,null,null,1.5,a,null,Voir ci haut,0,,null,null,0,,null,null,0,,null,null
18,2,a,null,Banane' Manioc et Riz,0.25,a,null,Piment,0,,null,null,null,,null,null,0.75,a,null,Manioc et Maiis,0,,null,null,0,,null,null
19,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Manioc, mais, patate douce et amarente",0,,null,null,0,,null,null
20,0,,null,null,0,,null,null,0,,null,null,1.5,a,null,"Manioc, tabac, piment fort, mais et tomate",0,,null,null,0,,null,null,0,,null,null
21,0,,null,null,0,,null,null,0.5,a,null,"Manioc,mais,haricot,banane",0.8,a,null,"Manioc,mais,haricot,banane,",0,,null,null,0,,null,null,0,,null,null
22,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,mais,patate douce,haricot,banane,amarante"
23,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null
24,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,mais,patate douce,arachide,aubergine,piment"
25,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,mais , arachide, banane,patate douce,amarante",0.5,a,null,S6,0,,null,null,0,,null,null
26,0,,null,null,0,,null,null,0,,null,null,0,,null,null,5,a,null,"Manioc,mais,banane,riz,haricot,amarante",0,,null,null,0,,null,null
27,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,O,0,,null,null,0,,null,null,0,,null,null
28,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a bc bo,null,Manioc et mais,0,,null,null
29,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
30,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Manioc, mais, patate douce, piment fort, amarente",0,,null,null,0,,null,null
31,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,Manioc et mais,0,,null,null,0,,null,null
32,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,"Manioc, mais, patate douce, arachide",0,,null,null,0,,null,null
33,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,3.5,a,null,Manioc et maïs,0,,null,null
34,1,a,null,"Maïs, patate douce et manioc",0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,maïs et patate douce",0,,null,null
35,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et maïs,0,,null,null
36,0,,null,null,0,,null,null,0,,null,null,2,a,null,Voir ci haut,0,,null,null,2,a,null,Voir plus haut,0,,null,null
37,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et Patate douce,0,,null,null,0,,null,null,0,,null,null
38,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et Maiis,0,,null,null,0,,null,null
39,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,3,a,null,"Manioc, Mais et Arricot",0,,null,null
40,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1.5,a,null,Manioc et Maiis,0,,null,null
41,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1.5,a,null,"Manioc , Patate douce et Arachide",0,,null,null
42,0,,null,null,0,,null,null,0,,null,null,null,,null,null,0.5,a,null,Manioc et patate douce,0,,null,null,0,,null,null
43,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a bc,null,"Manioc,maïs et arachide",0,,null,null,0,,null,null
44,0,,null,null,0,,null,null,0,,null,null,5,a,null,"Manioc, mais et patate douce",0,,null,null,0,,null,null,0,,null,null
45,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Manioc, mais et patate douce",0,,null,null,0,,null,null
46,1,a,null,Manioc et banane plantin,0,,null,null,0.5,a,null,Riz et manioc,0.09,a,null,"Ciboule, amarente, ananas, palmier a huile, orangier, avocatier,",0,,null,null,0,,null,null,0,,null,null
47,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,Manioc et mais,0,,null,null,0,,null,null
48,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,maïs",0,,null,null,0,,null,null
49,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,"Manioc,maïs,arachide",0,,null,null,0,,null,null
50,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,S7,0,,null,null,0,,null,null
51,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,5,a bc,null,Manioc,0,,null,null
52,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null
53,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1.5,a bc bo,null,"Mais,manioc,patate douce",0,,null,null,0,,null,null
54,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a bc,null,"Mais ,manioc ,patate douce",0,,null,null
55,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.75,a bc c,null,Manioc s5,0,,null,null
56,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,1,a bc,null,Manioc,null,,null,null
57,0,,null,null,0,,null,null,0,,null,null,2,a,null,Mais et Manioc,0,,null,null,0,,null,null,0,,null,null
58,0,,null,null,0,,null,null,0,,null,null,2,a,null,Voir ci haut,0,,null,null,0,,null,null,0,,null,null
59,0,,null,null,0,,null,null,0,,null,null,2,a,null,Manioc et Mais et Piment fort,1,a,null,"Mais, Manioc et Piment",0,,null,null,0,,null,null
60,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
61,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
62,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,Manioc et patate douce,0,,null,null,0,,null,null
63,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null
64,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
65,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Manioc,patate douce",0,,null,null,0,,null,null,0,,null,null
66,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a bc,null,Maïs et maïs,0,,null,null,0,,null,null
67,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,Riz et arachide,0,,null,null,0,,null,null
68,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,Riz et arachide( toujours pour son employeur),0,,null,null,0,,null,null
69,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,Le riz et l'arachide,0,,null,null,0,,null,null
70,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
71,6,a,null,"Manioc, banane,tomate,piment",0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,"Manioc,banane, tomate,maïs",0,,null,null
72,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,Manioc et chanvre(/bangi),0,,null,null,0,,null,null
73,0,,null,null,0,,null,null,0,,null,null,0,,null,null,3,a,null,"Manioc, mais",0,,null,null,0,,null,null
74,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2.5,a,null,Mais et Manioc,0,,null,null,0,,null,null
75,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2.5,a,null,Manioc et Mais,0,,null,null,0,,null,null
76,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,5,a,null,Mais et manioc,0,,null,null
77,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,patate douce, banane, maïs, arachides",0,,null,null,0,,null,null
78,null,,null,null,null,,null,null,null,,null,null,0.75,a bc,null,Mais manioc,null,,null,null,null,,null,null,null,,null,null
79,0,,null,null,0,,null,null,0,,null,null,4,a,null,"Manioc,patate douce, banane",0,,null,null,0,,null,null,0,,null,null
80,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
81,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
82,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
83,null,,null,null,null,,null,null,null,,null,null,1,a bc,null,Manioc,0,,null,null,0,,null,null,0,,null,null
84,0,,null,null,0,,null,null,0,,null,null,1.5,a bc,null,S5,0,,null,null,0,,null,null,0,,null,null
85,null,,null,null,null,,null,null,null,,null,null,0.4,a,null,Manioc,null,,null,null,null,,null,null,null,,null,null
86,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,maïs",0,,null,null
87,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,banane,piment , arachide, taro, haricot",0,,null,null,0,,null,null
88,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Manioc,taro,patate douce",0,,null,null,0,,null,null
89,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Voir ci haut,0,,null,null,0,,null,null
90,1,a,null,Riz,0,,null,null,0,,null,null,2,a,null,Mais Manioc et Bananes,0,,null,null,0,,null,null,0,,null,null
91,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2.5,a,null,"Manioc, Mais , Piment ,Tomate et Banane",0,,null,null,0,,null,null
92,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,Arachide et riz,0,,null,null,0,,null,null
93,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc, mais et arachide",0,,null,null,0,,null,null
94,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
95,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc, arachnides, haricots, patate douce, piment, tomate",0,,null,null,0,,null,null,0,,null,null
96,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,patate douce,tomate, Anana,piment fort",0,,null,null,0,,null,null,0,,null,null
97,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,maïs",0,,null,null,0,,null,null
98,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,Patate douce et Manioc,0,,null,null,0,,null,null
99,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
100,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,Riz et arachide,0,,null,null,0,,null,null
101,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a bc,null,Mais et manioc,0,,null,null
102,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2.5,a bc,null,S3,0,,null,null
103,0,,null,null,0,,null,null,0,,null,null,0.5,a bc,null,Manioc,0,,null,null,0,,null,null,0,,null,null
104,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et maïs,0,,null,null,0,,null,null,0,,null,null
105,2,a,null,Manioc et banane,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
106,0.5,a,null,Manioc et  banane,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
107,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et Mais,0,,null,null,0,,null,null
108,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et Mais,0,,null,null,0,,null,null
109,0,,null,null,0,,null,null,0,,null,null,null,,null,null,0.5,a,null,Manioc,0,,null,null,0,,null,null
110,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,"Manioc,banane, maïs, piment",0,,null,null
111,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc, banane",0,,null,null,0,,null,null
112,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,S8,0,,null,null,0,,null,null
113,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.8,a,null,Manioc,0,,null,null,0,,null,null
114,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
115,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
116,0,,null,null,0,,null,null,0,,null,null,0,,null,null,20,a,null,"Manioc, mais, riz, patate douce, piment fort, tomate, niebe, arachide, etc: note: cette superficie et ces cultures englobe même celles louées et celles coupées par lui même .",4,a,null,"Riz, manioc, patate douce et mais",0,,null,null
117,0,,null,null,0,,null,null,2,a,null,"Manioc, mais,",1,a,null,Manioc et patate douce,0,,null,null,0,,null,null,0,,null,null
118,0,,null,null,0,,null,null,1,a,null,Manioc et banane plantin,1,a,null,Manioc et banane plantin,1,a,null,Manioc et banane plantin,0,,null,null,0,,null,null
119,null,,null,null,null,,null,null,null,,null,null,0.75,a bc,null,S3,null,,null,null,null,,null,null,null,,null,null
120,null,,null,null,null,,null,null,null,,null,null,1,a bc,null,Manioc et mais,null,,null,null,null,,null,null,null,,null,null
121,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null
122,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et Mais,0,,null,null,0,,null,null
123,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc,0,,null,null,0,,null,null
124,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc,0,,null,null,0,,null,null
125,null,,null,null,null,,null,null,null,,null,null,null,,null,null,0.5,a bc,null,S2,null,,null,null,null,,null,null
126,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,Manioc et Mais,0,,null,null,0,,null,null
127,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,Manioc et Patate douce,0,,null,null,0,,null,null
128,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc plus Aubergine,0,,null,null,0,,null,null
129,null,,null,null,null,,null,null,null,,null,null,1.75,a bc,null,S2,null,,null,null,null,,null,null,null,,null,null
130,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,Manioc et patate douce,0,,null,null
131,null,,null,null,null,,null,null,null,,null,null,0.5,a,null,Palmier a huile,1,a bc,null,Manioc,null,,null,null,null,,null,null
132,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,Manioc et maïs,0,,null,null,0,,null,null
133,2,a,null,"Banane Plantin,riz, piment fort,",0,,null,null,0,,null,null,0,,null,null,2,a,null,"Arachide, manioc",0,,null,null,0,,null,null
134,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
135,0,,null,null,0,,null,null,0,,null,null,0,,null,null,3,a,null,"Manioc, haricot/niebe, piment fort et banane plantin",0,,null,null,0,,null,null
136,2,a,null,"Banane plantin, piment fort, haricot/niebe",0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
137,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Manioc,maïs",0,,null,null,0,,null,null
138,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,3,a,null,"Manioc,maïs, riz,piment, patate douce,banane plantain, tomate",0,,null,null
139,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Manioc, maïs",0,,null,null
140,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,3,a,null,"Manioc , maïs",0,,null,null
141,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,maïs, patate douce",0,,null,null,0,,null,null
142,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,"Manioc,maïs, piment",0,,null,null
143,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1.5,a,null,"Manioc,maïs et piment",0,,null,null,0,,null,null
144,0,,null,null,0,,null,null,0,,null,null,2,a,null,"Riz,manioc et patate douce",0,,null,null,0,,null,null,0,,null,null
145,0,,null,null,0,,null,null,0,,null,null,50,a,null,Manioc et maïs,0,,null,null,0,,null,null,0,,null,null
146,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Manioc, Mais et Patate douce",0,,null,null,0,,null,null
147,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et Mais,0,,null,null
148,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et Mais,0,,null,null
149,null,,null,null,null,,null,null,null,,null,null,1,a bc,null,Manioc,null,,null,null,null,,null,null,null,,null,null
150,0,,null,null,0,,null,null,0,,null,null,0.5,a bc,null,S2,0,,null,null,null,,null,null,null,,null,null
151,null,,null,null,null,,null,null,null,,null,null,null,,null,null,1,a bc,null,Manioc,null,,null,null,null,,null,null
152,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1.5,a,null,Manioc,0,,null,null,0,,null,null
153,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,"Manioc, arachide et mais",0,,null,null,0,,null,null
154,0,,null,null,0,,null,null,2,a,null,"Manioc, mais, banane Plantin, patate douce et archide",0,,null,null,0,,null,null,0,,null,null,0,,null,null
155,null,,null,null,null,,null,null,null,,null,null,null,,null,null,1,a bc,null,S3,null,,null,null,null,,null,null
156,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,0.5,a bc,null,S2,null,,null,null
157,null,,null,null,null,,null,null,null,,null,null,null,,null,null,0.8,a bc c,null,S2,null,,null,null,null,,null,null
158,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,6,a,null,"Manioc,riz,piment,canne Ã  sucre , anana, aubergine"
159,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,patate douce",0,,null,null,0,,null,null,0,,null,null
160,null,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
161,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,Manioc,0,,null,null,0,,null,null
162,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc,0,,null,null,0,,null,null,0,,null,null
163,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
164,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,Manioc et Mais,0,,null,null,0,,null,null,0,,null,null
165,0,,null,null,0,,null,null,0,,null,null,0,,null,null,2,a,null,Manioc et Manioc,0,,null,null,0,,null,null
166,0,,null,null,0,,null,null,1,a,null,Manioc et mais,0,,null,null,0,,null,null,1,a,null,Mais et manioc,0,,null,null
167,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,Manioc et patate douce,0,,null,null,0,,null,null,0,,null,null
168,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Manioc, mais et tomate",0,,null,null,0,,null,null
169,0,,null,null,0,,null,null,0,,null,null,2.5,a,null,CACAO Mais et Manioc,0,,null,null,0,,null,null,0,,null,null
170,0,,null,null,0,,null,null,0.5,a,null,Manioc et mais,0,,null,null,0,,null,null,0,,null,null,0,,null,null
171,0,,null,null,0,,null,null,0,,null,null,0.025,a,null,Manioc,0,,null,null,0,,null,null,0,,null,null
172,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,Manioc,0,,null,null,0,,null,null,0,,null,null
173,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc, maïs",0,,null,null,0,,null,null
174,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0.5,a,null,"Manioc,maïs",0,,null,null,0,,null,null
175,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Manioc,maïs",0,,null,null,0,,null,null
176,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et Mais,0,,null,null,0,,null,null
177,0,,null,null,0,,null,null,0,,null,null,1,a,null,"Mais, Manioc ,Arachide et Riz",0,,null,null,0,,null,null,0,,null,null
178,0,,null,null,0,,null,null,0,,null,null,0,,null,null,4,a,null,"Maïs, manioc, arachide et patate douce",0,,null,null,0,,null,null
179,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et patate douce,0,,null,null,0,,null,null
180,0,,null,null,0,,null,null,0,,null,null,0,,null,null,1,a,null,Manioc et Mais,0,,null,null,0,,null,null
181,0,,null,null,0,,null,null,0,,null,null,0,,null,null,6,a,null,"Manioc,maïs et banane",0,,null,null,0,,null,null
182,null,,null,null,null,,null,null,null,,null,null,0.5,a bc,null,S2,null,,null,null,null,,null,null,null,,null,null
183,2.5,a bc bo,null,S6,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null,null,,null,null
184,null,,null,null,null,,null,null,null,,null,null,null,,null,null,0.5,a bc,null,Manioc,null,,null,null,null,,null,null
185,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null,0,,null,null
